28716032	AT1G04003	43225	0.335
28716032	AT1G04003	43230	0.311
5007657	AT1G01448	163548	0.087
5007657	AT1G01448	163678	0.130
28716045	AT1G04067	303631	0.672
28716046	AT1G04073	304582	0.429
28716047	AT1G04077	312127	0.716
28716052	AT1G04103	461017	0.676
28716055	AT1G04117	494030	0.985
28716055	AT1G04117	495147	0.260
28716059	AT1G04137	560130	0.762
28716064	AT1G04163	744876	0.106
28716068	AT1G04183	846195	0.258
28716081	AT1G04247	1120789	0.245
28716081	AT1G04247	1121331	0.480
28716082	AT1G04253	1134819	0.258
28716102	AT1G04353	1512773	0.079
10723102	AT1G05562	1646610	0.613
28716123	AT1G04453	1954134	0.126
28716127	AT1G04473	1989691	0.979
6240330	AT1G07119	2187223	0.801
6240330	AT1G07119	2187639	0.916
10723134	AT1G07128	2187639	0.937
10723107	AT1G08592	2719218	0.817
10723107	AT1G08592	2719497	0.732
10723107	AT1G08592	2720705	0.366
28716161	AT1G04673	2861647	0.990
28716165	AT1G04693	2987775	0.228
28716164	AT1G04687	2987775	0.688
28716176	AT1G04753	3247962	0.343
28716186	AT1G04813	3529545	0.870
28716187	AT1G04817	3575549	0.390
28716190	AT1G04833	3682222	0.822
28716210	AT1G04933	4123980	0.233
28716210	AT1G04933	4125062	0.979
28716213	AT1G04947	4191523	0.165
28716213	AT1G04947	4191711	0.771
28716216	AT1G04963	4289369	0.342
28716220	AT1G04983	4391495	0.235
5007693	AT1G13448	4612247	0.004
28716229	AT1G05023	4694974	0.079
28716243	AT1G05083	4921246	0.662
28716248	AT1G05107	4997124	0.196
28716255	AT1G05143	5178778	0.845
5007696	AT1G15175	5223302	0.594
28716263	AT1G05183	5403634	0.830
28716264	AT1G05187	5406841	0.422
28716264	AT1G05187	5406940	0.341
28716269	AT1G05213	5479296	0.991
28716269	AT1G05213	5479527	0.897
28716271	AT1G05223	5553062	0.791
28716274	AT1G05237	5646882	0.707
28716274	AT1G05237	5646883	0.711
28716274	AT1G05237	5646955	0.947
28716285	AT1G05293	5855632	0.427
28716285	AT1G05293	5855677	0.265
28716290	AT1G05317	6103221	0.748
28716293	AT1G05333	6132825	0.589
28716294	AT1G05337	6142801	0.068
28716298	AT1G05357	6165703	0.875
28716299	AT1G05363	6205945	0.844
28716305	AT1G05397	6271984	0.723
28716312	AT1G05443	6500366	0.949
28716326	AT1G05523	6958210	0.208
5007709	AT1G20515	7107073	0.477
28716336	AT1G05583	7223252	0.025
28716337	AT1G05587	7223505	0.874
28716348	AT1G05643	7433881	0.734
28716356	AT1G05687	7681420	0.289
